NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
4933405L10Rik	1	ENSMUSG00000013158	
Cytl1	1	ENSMUSG00000062329	
Fdft1	1	ENSMUSG00000021273	
2700046A07Rik	1	ENSMUSG00000041789	
Hpf1	1	ENSMUSG00000038005	
Hpdl	1	ENSMUSG00000043155	
Gm17819	1	ENSMUSG00000118270	
Gadd45gip1	1	ENSMUSG00000033751	
Gm17816	1	ENSMUSG00000112297	
Gm17815	1	ENSMUSG00000105093	
5430414B19Rik	1	ENSMUSG00000114419	
Angpt1	1	ENSMUSG00000022309	
Angpt2	1	ENSMUSG00000031465	
Angpt4	1	ENSMUSG00000027460	
Pold2	1	ENSMUSG00000020471	
Pold1	1	ENSMUSG00000038644	
Hpca	1	ENSMUSG00000028785	
Pold4	1	ENSMUSG00000024854	
Pold3	1	ENSMUSG00000030726	
Gm17802	1	ENSMUSG00000118093	
Cytip	1	ENSMUSG00000026832	
4933431K23Rik	1	ENSMUSG00000086451	
Gm17809	1	ENSMUSG00000116919	
Gm17805	1	ENSMUSG00000114453	
S100pbp	1	ENSMUSG00000040928	
Pole3	1	ENSMUSG00000028394	
Spen	1	ENSMUSG00000040761	
Pole2	1	ENSMUSG00000020974	
Etaa1os	1	ENSMUSG00000086468	
Pole4	1	ENSMUSG00000030042	
Spg7	1	ENSMUSG00000000738	
2810459M11Rik	1	ENSMUSG00000026227	
Tshr	1	ENSMUSG00000020963	
Ptpn18	1	ENSMUSG00000026126	
Krt80	1	ENSMUSG00000037185	
Gm16508	1	ENSMUSG00000106000	
Apol10b	1	ENSMUSG00000050014	
E230016M11Rik	1	ENSMUSG00000087231	
Ptpn11	1	ENSMUSG00000043733	
Ptpn12	1	ENSMUSG00000028771	
Ptpn13	1	ENSMUSG00000034573	
Ptpn14	1	ENSMUSG00000026604	
Krt84	1	ENSMUSG00000044294	
Smug1	1	ENSMUSG00000036061	
Hsh2d	1	ENSMUSG00000062007	
Gm29808	1	ENSMUSG00000103419	
Gm29805	1	ENSMUSG00000116693	
Gm17825	1	ENSMUSG00000108681	
Gm17823	1	ENSMUSG00000112239	
Rmc1	1	ENSMUSG00000024410	
Krt90	1	ENSMUSG00000048699	
A430046D13Rik	1	ENSMUSG00000119994	
Gm17828	1	ENSMUSG00000098893	
Kynu	1	ENSMUSG00000026866	
Sardh	1	ENSMUSG00000009614	
Gm17826	1	ENSMUSG00000099423	
Speg	1	ENSMUSG00000026207	
Ptpn22	1	ENSMUSG00000027843	
Ptpn23	1	ENSMUSG00000036057	
Dcxr	1	ENSMUSG00000039450	
Ptpn21	1	ENSMUSG00000021009	
Marcks	1	ENSMUSG00000069662	
Or5v1	1	ENSMUSG00000090894	
Spi1	1	ENSMUSG00000002111	
Tex49	1	ENSMUSG00000022993	
Eepd1	1	ENSMUSG00000036611	
Nampt	1	ENSMUSG00000020572	
Gm15270	1	ENSMUSG00000087400	
Tex45	1	ENSMUSG00000040340	
1700112D23Rik	1	ENSMUSG00000091329	
Ism1	1	ENSMUSG00000074766	
Ism2	1	ENSMUSG00000050671	
Gm27252	1	ENSMUSG00000098708	
Gm27254	1	ENSMUSG00000099019	
Twist2	1	ENSMUSG00000007805	
Twist1	1	ENSMUSG00000035799	
Gm15264	1	ENSMUSG00000081355	
Uqcrh-ps1	1	ENSMUSG00000037438	
Uqcrh-ps2	1	ENSMUSG00000081413	
Plac9	1	ENSMUSG00000095304	
Plac8	1	ENSMUSG00000029322	
Commd8	1	ENSMUSG00000029213	
Commd9	1	ENSMUSG00000027163	
Hpgd	1	ENSMUSG00000031613	
Tnrc18	1	ENSMUSG00000039477	
Tsix	1	ENSMUSG00000085715	
Tex54	1	ENSMUSG00000090840	
Plac1	1	ENSMUSG00000061082	
Tex52	1	ENSMUSG00000079304	
Or7e178	1	ENSMUSG00000066896	
E130307A14Rik	1	ENSMUSG00000087177	
Gm15267	1	ENSMUSG00000083474	
Arhgap6	1	ENSMUSG00000031355	
Wipf3	1	ENSMUSG00000086040	
Lpgat1	1	ENSMUSG00000026623	
Wipf2	1	ENSMUSG00000038013	
Arhgap5	1	ENSMUSG00000035133	
Wipf1	1	ENSMUSG00000075284	
Arhgap4	1	ENSMUSG00000031389	
Isl2	1	ENSMUSG00000032318	
Gmds	1	ENSMUSG00000038372	
Arhgap1	1	ENSMUSG00000027247	
1700064H15Rik	1	ENSMUSG00000082766	
Tubgcp2	1	ENSMUSG00000025474	
Arhgap9	1	ENSMUSG00000040345	
Arhgap8	1	ENSMUSG00000078954	
Gm28578	1	ENSMUSG00000100417	
Ncstn	1	ENSMUSG00000003458	
Gm41541	1	ENSMUSG00000117070	
Tex26	1	ENSMUSG00000029660	
Tslp	1	ENSMUSG00000024379	
Gm15294	1	ENSMUSG00000081607	
Rpl7a-ps7	1	ENSMUSG00000106258	
Gm39228	1	ENSMUSG00000110524	
Rpl7a-ps5	1	ENSMUSG00000071052	
Rpl7a-ps3	1	ENSMUSG00000068579	
Man2c1os	1	ENSMUSG00000086728	
0610039K10Rik	1	ENSMUSG00000058812	
4930537H20Rik	1	ENSMUSG00000105350	
Gm2296	1	ENSMUSG00000118653	
Gm41545	1	ENSMUSG00000117488	
Tsks	1	ENSMUSG00000059891	
Tex38	1	ENSMUSG00000044556	
Gmfb	1	ENSMUSG00000062014	
Gm15285	1	ENSMUSG00000081277	
Gm15283	1	ENSMUSG00000087700	
Gmfg	1	ENSMUSG00000060791	
D430041D05Rik	1	ENSMUSG00000068373	
Tex30	1	ENSMUSG00000026049	
Tsku	1	ENSMUSG00000049580	
L3hypdh	1	ENSMUSG00000019718	
Spic	1	ENSMUSG00000004359	
Islr	1	ENSMUSG00000037206	
Rpl7a-ps8	1	ENSMUSG00000070778	
Gm2287	1	ENSMUSG00000106282	
1110002J07Rik	1	ENSMUSG00000097134	
1700099I09Rik	1	ENSMUSG00000091906	
Gm41556	1	ENSMUSG00000117007	
C730002L08Rik	1	ENSMUSG00000114469	
Snx19	1	ENSMUSG00000031993	
Gm17893	1	ENSMUSG00000107491	
Gm15232	1	ENSMUSG00000084806	
Cdyl2	1	ENSMUSG00000031758	
Snx18	1	ENSMUSG00000042364	
Snx15	1	ENSMUSG00000024787	
Snx14	1	ENSMUSG00000032422	
Snx17	1	ENSMUSG00000029146	
Snx16	1	ENSMUSG00000027534	
Jkamp	1	ENSMUSG00000005078	
Tnfrsf4	1	ENSMUSG00000029075	
Gm15238	1	ENSMUSG00000084378	
Tnfrsf8	1	ENSMUSG00000028602	
Gmip	1	ENSMUSG00000036246	
Gm15236	1	ENSMUSG00000082134	
Gm15234	1	ENSMUSG00000085250	
Smarce1-ps1	1	ENSMUSG00000094568	
Ddb1	1	ENSMUSG00000024740	
Ddb2	1	ENSMUSG00000002109	
Gm30873	1	ENSMUSG00000109341	
Clec4a1	1	ENSMUSG00000049037	
Fam241b	1	ENSMUSG00000020083	
Fam241a	1	ENSMUSG00000050549	
Clec4a3	1	ENSMUSG00000043832	
Clec4a2	1	ENSMUSG00000030148	
Snx22	1	ENSMUSG00000039452	
Adcy3	1	ENSMUSG00000020654	
Snx21	1	ENSMUSG00000050373	
Adcy4	1	ENSMUSG00000022220	
Gm27219	1	ENSMUSG00000098985	
Adcy1	1	ENSMUSG00000020431	
Snx24	1	ENSMUSG00000024535	
Adcy2	1	ENSMUSG00000021536	
Adcy7	1	ENSMUSG00000031659	
Adcy8	1	ENSMUSG00000022376	
Snx20	1	ENSMUSG00000031662	
Adcy5	1	ENSMUSG00000022840	
Adcy6	1	ENSMUSG00000022994	
Snx29	1	ENSMUSG00000071669	
Armc2	1	ENSMUSG00000071324	
Adcy9	1	ENSMUSG00000005580	
Rmi2	1	ENSMUSG00000037991	
Armc1	1	ENSMUSG00000027599	
Gpat4	1	ENSMUSG00000031545	
Armc3	1	ENSMUSG00000037683	
Snx25	1	ENSMUSG00000038291	
Tex14	1	ENSMUSG00000010342	
Rmi1	1	ENSMUSG00000035367	
A330032P22Rik	1	ENSMUSG00000120069	
Armc6	1	ENSMUSG00000002343	
Snx27	1	ENSMUSG00000028136	
Armc5	1	ENSMUSG00000042178	
Tex12	1	ENSMUSG00000032065	
Gm15228	1	ENSMUSG00000087340	
Tex11	1	ENSMUSG00000009670	
Myzap	1	ENSMUSG00000041361	
Tex10	1	ENSMUSG00000028345	
Clec4a4	1	ENSMUSG00000059639	
Gpat2	1	ENSMUSG00000046338	
Pcgf1	1	ENSMUSG00000069678	
Gpat3	1	ENSMUSG00000029314	
Gm39213	1	ENSMUSG00000119989	
Nlrp1b	1	ENSMUSG00000070390	
Gm39214	1	ENSMUSG00000109754	
Nlrp1a	1	ENSMUSG00000069830	
Gm15222	1	ENSMUSG00000086746	
Gm30881	1	ENSMUSG00000116927	
Gm15223	1	ENSMUSG00000081875	
Pglyrp1	1	ENSMUSG00000030413	
Dda1	1	ENSMUSG00000074247	
Pglyrp2	1	ENSMUSG00000079563	
Pglyrp3	1	ENSMUSG00000042244	
Tnfrsf9	1	ENSMUSG00000028965	
Gm28530	1	ENSMUSG00000101452	
1700003F12Rik	1	ENSMUSG00000038523	
Lhfpl3	1	ENSMUSG00000106379	
Clec4b1	1	ENSMUSG00000030147	
Lhfpl2	1	ENSMUSG00000045312	
Lhfpl5	1	ENSMUSG00000062252	
Gm30889	1	ENSMUSG00000117762	
Lhfpl4	1	ENSMUSG00000042873	
Snx33	1	ENSMUSG00000032733	
Armc8	1	ENSMUSG00000032468	
Armc7	1	ENSMUSG00000057219	
Snx32	1	ENSMUSG00000056185	
Armc9	1	ENSMUSG00000062590	
Nuggc	1	ENSMUSG00000061356	
Gm28535	1	ENSMUSG00000101172	
Gm27204	1	ENSMUSG00000098294	
Snx31	1	ENSMUSG00000013611	
Chrdl1	1	ENSMUSG00000031283	
Snx30	1	ENSMUSG00000028385	
Gm16580	1	ENSMUSG00000089764	
Odc1	1	ENSMUSG00000011179	
Tsr3	1	ENSMUSG00000015126	
Gm16589	1	ENSMUSG00000074482	
Pcgf6	1	ENSMUSG00000025050	
Fam110a	1	ENSMUSG00000027459	
Pcgf3	1	ENSMUSG00000033623	
Fam110c	1	ENSMUSG00000036136	
Pbdc1	1	ENSMUSG00000031226	
Fam110b	1	ENSMUSG00000049119	
Pcgf2	1	ENSMUSG00000018537	
Pcgf5	1	ENSMUSG00000024805	
Ormdl1	1	ENSMUSG00000026097	
Fam110d	1	ENSMUSG00000050105	
Spp2	1	ENSMUSG00000026295	
Commd4	1	ENSMUSG00000032299	
Gm27239	1	ENSMUSG00000098720	
Spp1	1	ENSMUSG00000029304	
Commd5	1	ENSMUSG00000055041	
Gm41505	1	ENSMUSG00000116641	
Commd6	1	ENSMUSG00000075486	
Commd7	1	ENSMUSG00000056941	
Chct1	1	ENSMUSG00000018479	
Commd1	1	ENSMUSG00000051355	
Commd2	1	ENSMUSG00000036513	
Commd3	1	ENSMUSG00000051154	
Gm16573	1	ENSMUSG00000090038	
1600014C10Rik	1	ENSMUSG00000054676	
Gm16570	1	ENSMUSG00000089806	
Btnl12	1	ENSMUSG00000108763	
Ormdl2	1	ENSMUSG00000025353	
Crispld2	1	ENSMUSG00000031825	
Crispld1	1	ENSMUSG00000025776	
Ciao2a	1	ENSMUSG00000032381	
Ormdl3	1	ENSMUSG00000038150	
Prss8	1	ENSMUSG00000030800	
Gm15246	1	ENSMUSG00000087159	
Prss2	1	ENSMUSG00000057163	
Sephs2	1	ENSMUSG00000049091	
Sephs1	1	ENSMUSG00000026662	
AK157302	1	ENSMUSG00000078139	
Gml2	1	ENSMUSG00000068600	
Ciao2b	1	ENSMUSG00000031879	
Gm16576	1	ENSMUSG00000087543	
P2ry10	1	ENSMUSG00000050921	
P2ry13	1	ENSMUSG00000036362	
P2ry12	1	ENSMUSG00000036353	
Fam111a	1	ENSMUSG00000024691	
Or5an9	1	ENSMUSG00000094133	
P2ry14	1	ENSMUSG00000036381	
Pxdc1	1	ENSMUSG00000021411	
Gm29880	1	ENSMUSG00000116878	
Tsr2	1	ENSMUSG00000025264	
Snx11	1	ENSMUSG00000020876	
Snx10	1	ENSMUSG00000038301	
Tsr1	1	ENSMUSG00000038335	
Tspo	1	ENSMUSG00000041736	
Syvn1	1	ENSMUSG00000024807	
Nlrp10	1	ENSMUSG00000049709	
Snx13	1	ENSMUSG00000020590	
Snx12	1	ENSMUSG00000046032	
1110018N20Rik	1	ENSMUSG00000085151	
1700128F08Rik	1	ENSMUSG00000031998	
Nab1	1	ENSMUSG00000002881	
Nab2	1	ENSMUSG00000025402	
Gm4864	1	ENSMUSG00000112003	
Gm3534	1	ENSMUSG00000098192	
Gm4866	1	ENSMUSG00000106576	
Cse1l	1	ENSMUSG00000002718	
Naaa	1	ENSMUSG00000029413	
Rabggta	1	ENSMUSG00000040472	
Gmnc	1	ENSMUSG00000068428	
Rabggtb	1	ENSMUSG00000038975	
Nup160	1	ENSMUSG00000051329	
Fitm2	1	ENSMUSG00000048486	
Pygo2	1	ENSMUSG00000047824	
Fitm1	1	ENSMUSG00000022215	
Pygo1	1	ENSMUSG00000034910	
Rims1	1	ENSMUSG00000041670	
Rims2	1	ENSMUSG00000037386	
Snhg7os	1	ENSMUSG00000086775	
Rims3	1	ENSMUSG00000032890	
Rims4	1	ENSMUSG00000035226	
Ist1	1	ENSMUSG00000031729	
Gm3544	1	ENSMUSG00000106240	
Gm4875	1	ENSMUSG00000082791	
Gm4876	1	ENSMUSG00000054556	
Gm3549	1	ENSMUSG00000108230	
Egfr	1	ENSMUSG00000020122	
Nup155	1	ENSMUSG00000022142	
Pmaip1	1	ENSMUSG00000024521	
Nup153	1	ENSMUSG00000021374	
Malsu1	1	ENSMUSG00000029815	
Spop	1	ENSMUSG00000057522	
2210016L21Rik	1	ENSMUSG00000029559	
Gm4840	1	ENSMUSG00000118282	
Gm4841	1	ENSMUSG00000068606	
Hprt	1	ENSMUSG00000025630	
Gm3511	1	ENSMUSG00000105031	
AI606473	1	ENSMUSG00000093738	
Mir34b	1	ENSMUSG00000065492	
Mir34c	1	ENSMUSG00000065587	
Jarid2	1	ENSMUSG00000038518	
Gm4849	1	ENSMUSG00000100204	
E330040D14Rik	1	ENSMUSG00000104025	
Naca	1	ENSMUSG00000061315	
Nup188	1	ENSMUSG00000052533	
Gm2214	1	ENSMUSG00000080922	
Pgk1	1	ENSMUSG00000062070	
Hpse	1	ENSMUSG00000035273	
Nae1	1	ENSMUSG00000031878	
2610042L04Rik	1	ENSMUSG00000079388	
Sprn	1	ENSMUSG00000045733	
9430078K24Rik	1	ENSMUSG00000112765	
Scube3	1	ENSMUSG00000038677	
Scube2	1	ENSMUSG00000007279	
Scube1	1	ENSMUSG00000016763	
Gm807	1	ENSMUSG00000097848	
Etohd2	1	ENSMUSG00000089875	
Odf2	1	ENSMUSG00000026790	
Hps1	1	ENSMUSG00000025188	
Odf1	1	ENSMUSG00000061923	
Gm4852	1	ENSMUSG00000081185	
Gmnn	1	ENSMUSG00000006715	
Gm4853	1	ENSMUSG00000081473	
Hps5	1	ENSMUSG00000014418	
Hps6	1	ENSMUSG00000074811	
Hps3	1	ENSMUSG00000027615	
Hps4	1	ENSMUSG00000042328	
Gm4859	1	ENSMUSG00000105077	
Filip1l	1	ENSMUSG00000043336	
Krt222	1	ENSMUSG00000035849	
Pphln1	1	ENSMUSG00000036167	
Ugt2b36	1	ENSMUSG00000070704	
Ugt2b34	1	ENSMUSG00000029260	
Krt8-ps	1	ENSMUSG00000109325	
1500032F14Rik	1	ENSMUSG00000117718	
Ilkap	1	ENSMUSG00000026309	
Isy1	1	ENSMUSG00000030056	
Col16a1	1	ENSMUSG00000040690	
Gm3571	1	ENSMUSG00000090610	
Fam117b	1	ENSMUSG00000041040	
Sptb	1	ENSMUSG00000021061	
9430034N14Rik	1	ENSMUSG00000102964	
Fam117a	1	ENSMUSG00000038893	
Gm2237	1	ENSMUSG00000093979	
Pgm3	1	ENSMUSG00000056131	
Pgm2	1	ENSMUSG00000029171	
Pgk1-rs7	1	ENSMUSG00000066632	
Pgm5	1	ENSMUSG00000041731	
Yaf2	1	ENSMUSG00000022634	
Pgm1	1	ENSMUSG00000025791	
Anxa10	1	ENSMUSG00000031635	
Anxa11	1	ENSMUSG00000021866	
Gm3587	1	ENSMUSG00000117727	
Gmps	1	ENSMUSG00000027823	
Ddi2	1	ENSMUSG00000078515	
Gmpr	1	ENSMUSG00000000253	
Sar1b	1	ENSMUSG00000020386	
Fam118a	1	ENSMUSG00000022434	
Sar1a	1	ENSMUSG00000020088	
Gm826	1	ENSMUSG00000074623	
Fam118b	1	ENSMUSG00000050471	
Plag1	1	ENSMUSG00000003282	
Gm2225	1	ENSMUSG00000110057	
Gm2223	1	ENSMUSG00000079297	
Naf1	1	ENSMUSG00000014907	
Nadk	1	ENSMUSG00000029063	
Aph1a	1	ENSMUSG00000015750	
Gm4880	1	ENSMUSG00000109355	
Aph1b	1	ENSMUSG00000032375	
Aph1c	1	ENSMUSG00000053040	
Gm3550	1	ENSMUSG00000078240	
Tubgcp6	1	ENSMUSG00000051786	
Tubgcp5	1	ENSMUSG00000033790	
Gm4883	1	ENSMUSG00000066620	
Tubgcp4	1	ENSMUSG00000027263	
Tubgcp3	1	ENSMUSG00000000759	
Gm3555	1	ENSMUSG00000089791	
Aldh8a1	1	ENSMUSG00000037542	
Gm4887	1	ENSMUSG00000086229	
Zmiz2	1	ENSMUSG00000041164	
Naga	1	ENSMUSG00000022453	
Gm831	1	ENSMUSG00000078531	
Zmiz1	1	ENSMUSG00000007817	
Gm3558	1	ENSMUSG00000079364	
Nagk	1	ENSMUSG00000034744	
Gm830	1	ENSMUSG00000084939	
Pi15	1	ENSMUSG00000067780	
Rmst	1	ENSMUSG00000112117	
Gm2253	1	ENSMUSG00000110244	
Nags	1	ENSMUSG00000048217	
Pi16	1	ENSMUSG00000024011	
Wipi2	1	ENSMUSG00000029578	
U2af1l4	1	ENSMUSG00000078765	
Wipi1	1	ENSMUSG00000041895	
Mfap4	1	ENSMUSG00000042436	
Mfap5	1	ENSMUSG00000030116	
Gm4890	1	ENSMUSG00000097174	
C130050O18Rik	1	ENSMUSG00000044092	
Gm39271	1	ENSMUSG00000110716	
Mfap2	1	ENSMUSG00000060572	
Gm4895	1	ENSMUSG00000044268	
Epp13	1	ENSMUSG00000053367	
Mfap3	1	ENSMUSG00000020522	
Tnpo3	1	ENSMUSG00000012535	
Gm4899	1	ENSMUSG00000094615	
Tnpo2	1	ENSMUSG00000031691	
Tnpo1	1	ENSMUSG00000009470	
Ro60	1	ENSMUSG00000018199	
Khdrbs1	1	ENSMUSG00000028790	
Nup133	1	ENSMUSG00000039509	
Khdrbs3	1	ENSMUSG00000022332	
Khdrbs2	1	ENSMUSG00000026058	
Spock1	1	ENSMUSG00000056222	
Spock2	1	ENSMUSG00000058297	
Gm2245	1	ENSMUSG00000089647	
Ufsp2	1	ENSMUSG00000031634	
Spock3	1	ENSMUSG00000054162	
Pgls	1	ENSMUSG00000031807	
Ufsp1	1	ENSMUSG00000051502	
Tiam1	1	ENSMUSG00000002489	
Tiam2	1	ENSMUSG00000023800	
Ginm1	1	ENSMUSG00000040006	
Pih1d2	1	ENSMUSG00000000167	
Pih1d1	1	ENSMUSG00000003423	
Stfa2l1	1	ENSMUSG00000059657	
BC037039	1	ENSMUSG00000103309	
Cplane2	1	ENSMUSG00000073733	
Ei24	1	ENSMUSG00000062762	
Cplane1	1	ENSMUSG00000039801	
Gm867	1	ENSMUSG00000050157	
8030462N17Rik	1	ENSMUSG00000047466	
2010004M13Rik	1	ENSMUSG00000120250	
Sowahc	1	ENSMUSG00000098188	
Sowahb	1	ENSMUSG00000045314	
Dcaf12l2	1	ENSMUSG00000050926	
Dcaf12l1	1	ENSMUSG00000045284	
1700025N21Rik	1	ENSMUSG00000090200	
Cfap298	1	ENSMUSG00000022972	
Sowaha	1	ENSMUSG00000044352	
Pgs1	1	ENSMUSG00000017715	
Nup107	1	ENSMUSG00000052798	
Cyp27b1	1	ENSMUSG00000006724	
Gtpbp10	1	ENSMUSG00000040464	
D11Wsu47e	1	ENSMUSG00000041623	
Gskip	1	ENSMUSG00000044715	
Tial1	1	ENSMUSG00000030846	
Egr1	1	ENSMUSG00000038418	
Egr2	1	ENSMUSG00000037868	
Egr3	1	ENSMUSG00000033730	
Egr4	1	ENSMUSG00000071341	
Adck1	1	ENSMUSG00000021044	
Adck2	1	ENSMUSG00000046947	
Adck5	1	ENSMUSG00000022550	
Rhbdf2	1	ENSMUSG00000020806	
Gm17909	1	ENSMUSG00000108833	
Rpap3	1	ENSMUSG00000022466	
Cyp27a1	1	ENSMUSG00000026170	
Rpap2	1	ENSMUSG00000033773	
Rpap1	1	ENSMUSG00000034032	
Gm17907	1	ENSMUSG00000092526	
Or6k2	1	ENSMUSG00000055033	
Trnau1ap	1	ENSMUSG00000028898	
Rhbdf1	1	ENSMUSG00000020282	
Srrm4os	1	ENSMUSG00000086219	
Cfap299	1	ENSMUSG00000057816	
Ddr2	1	ENSMUSG00000026674	
A530040E14Rik	1	ENSMUSG00000072109	
Caml	1	ENSMUSG00000021501	
A230059L01Rik	1	ENSMUSG00000087627	
Cfap276	1	ENSMUSG00000027886	
Pwwp3a	1	ENSMUSG00000020156	
Pwwp3b	1	ENSMUSG00000042515	
4930547M16Rik	1	ENSMUSG00000097890	
Gm4824	1	ENSMUSG00000115593	
Gm4827	1	ENSMUSG00000120085	
Gm4828	1	ENSMUSG00000116620	
Gm4829	1	ENSMUSG00000116779	
Odr4	1	ENSMUSG00000006010	
Caly	1	ENSMUSG00000025468	
Calu	1	ENSMUSG00000029767	
Calr	1	ENSMUSG00000003814	
Slc6a2	1	ENSMUSG00000055368	
Slc6a1	1	ENSMUSG00000030310	
4930479D17Rik	1	ENSMUSG00000085238	
Slc6a4	1	ENSMUSG00000020838	
Rpain	1	ENSMUSG00000018449	
Cap1	1	ENSMUSG00000028656	
Slc6a6	1	ENSMUSG00000030096	
Slc6a8	1	ENSMUSG00000019558	
Slc6a7	1	ENSMUSG00000052026	
Slc6a9	1	ENSMUSG00000028542	
Pwwp4c	1	ENSMUSG00000079534	
Matn1	1	ENSMUSG00000040533	
Gm4832	1	ENSMUSG00000058869	
Gm4833	1	ENSMUSG00000117428	
Matn4	1	ENSMUSG00000016995	
Gm4835	1	ENSMUSG00000043223	
Matn2	1	ENSMUSG00000022324	
Matn3	1	ENSMUSG00000020583	
Gm4839	1	ENSMUSG00000118034	
Rhbdd1	1	ENSMUSG00000026142	
Rhbdd2	1	ENSMUSG00000039917	
Or6e1	1	ENSMUSG00000048153	
Rhbdd3	1	ENSMUSG00000034175	
Dot1l	1	ENSMUSG00000061589	
Fjx1	1	ENSMUSG00000075012	
Camp	1	ENSMUSG00000038357	
Ddr1	1	ENSMUSG00000003534	
Yap1	1	ENSMUSG00000053110	
Hspa9-ps1	1	ENSMUSG00000081729	
Or13p4	1	ENSMUSG00000043383	
Zfp955a	1	ENSMUSG00000094441	
Zfp955b	1	ENSMUSG00000096910	
Gm4803	1	ENSMUSG00000111974	
Gm4804	1	ENSMUSG00000098158	
Itch	1	ENSMUSG00000027598	
Gins2	1	ENSMUSG00000031821	
Gins1	1	ENSMUSG00000027454	
Gins4	1	ENSMUSG00000031546	
Gins3	1	ENSMUSG00000031669	
Canx	1	ENSMUSG00000020368	
Arhgap11a	1	ENSMUSG00000041219	
Grhl3	1	ENSMUSG00000037188	
Grhl2	1	ENSMUSG00000022286	
Cap2	1	ENSMUSG00000021373	
Grhl1	1	ENSMUSG00000020656	
Car3	1	ENSMUSG00000027559	
Car2	1	ENSMUSG00000027562	
E330017L17Rik	1	ENSMUSG00000086369	
Pwwp2a	1	ENSMUSG00000044950	
Racgap1	1	ENSMUSG00000023015	
Ttc1	1	ENSMUSG00000041278	
Capg	1	ENSMUSG00000056737	
Gm4811	1	ENSMUSG00000113263	
Gm4815	1	ENSMUSG00000114733	
Gm4817	1	ENSMUSG00000114862	
Nanp	1	ENSMUSG00000053916	
Ttc9	1	ENSMUSG00000042734	
Ttc8	1	ENSMUSG00000021013	
Ttc7	1	ENSMUSG00000036918	
Ttc5	1	ENSMUSG00000006288	
Ttc4	1	ENSMUSG00000025413	
4930583K01Rik	1	ENSMUSG00000055159	
Ttc3	1	ENSMUSG00000040785	
Pwwp2b	1	ENSMUSG00000060260	
Nans	1	ENSMUSG00000028334	
2900045O20Rik	1	ENSMUSG00000111938	
Gm17971	1	ENSMUSG00000101122	
Ttf2	1	ENSMUSG00000033222	
9430015G10Rik	1	ENSMUSG00000059939	
Prtn3	1	ENSMUSG00000057729	
Ttf1	1	ENSMUSG00000026803	
B230362B09Rik	1	ENSMUSG00000115543	
4932411K12Rik	1	ENSMUSG00000100733	
Gm41609	1	ENSMUSG00000117231	
Srd5a3	1	ENSMUSG00000029233	
Gm41608	1	ENSMUSG00000121111	
Srd5a1	1	ENSMUSG00000021594	
2700029L08Rik	1	ENSMUSG00000106691	
Car9	1	ENSMUSG00000028463	
Car8	1	ENSMUSG00000041261	
Car7	1	ENSMUSG00000031883	
Pou4f1	1	ENSMUSG00000048349	
Car6	1	ENSMUSG00000028972	
Car4	1	ENSMUSG00000000805	
Cars	1	ENSMUSG00000010755	
Napa	1	ENSMUSG00000006024	
Napb	1	ENSMUSG00000027438	
9430037G07Rik	1	ENSMUSG00000097073	
Psma5-ps	1	ENSMUSG00000050490	
E030042O20Rik	1	ENSMUSG00000087222	
Matr3	1	ENSMUSG00000037236	
Carf	1	ENSMUSG00000026017	
Gm16630	1	ENSMUSG00000107875	
Napg	1	ENSMUSG00000024581	
Gm30961	1	ENSMUSG00000118117	
Gm30963	1	ENSMUSG00000120327	
Gm16638	1	ENSMUSG00000087088	
Gm41611	1	ENSMUSG00000117079	
Yars	1	ENSMUSG00000028811	
Cast	1	ENSMUSG00000021585	
Srarp	1	ENSMUSG00000070637	
Cask	1	ENSMUSG00000031012	
Gm15337	1	ENSMUSG00000085289	
Gm14002	1	ENSMUSG00000086416	
Gm14004	1	ENSMUSG00000087056	
Gnal	1	ENSMUSG00000024524	
Nasp	1	ENSMUSG00000028693	
Ttc41	1	ENSMUSG00000044937	
Ring1	1	ENSMUSG00000024325	
Gnaq	1	ENSMUSG00000024639	
Gm30934	1	ENSMUSG00000111082	
Ighmbp2	1	ENSMUSG00000024831	
Gnas	1	ENSMUSG00000027523	
Deup1	1	ENSMUSG00000039977	
Gm30938	1	ENSMUSG00000117486	
Cfap206	1	ENSMUSG00000028294	
AW011738	1	ENSMUSG00000078349	
Npepl1	1	ENSMUSG00000039263	
Grhpr	1	ENSMUSG00000035637	
Narf	1	ENSMUSG00000000056	
Cav3	1	ENSMUSG00000062694	
Cfap221	1	ENSMUSG00000036962	
Cav2	1	ENSMUSG00000000058	
Cav1	1	ENSMUSG00000007655	
Gm15327	1	ENSMUSG00000085204	
A530013C23Rik	1	ENSMUSG00000006462	
Gm15326	1	ENSMUSG00000086111	
Gm15321	1	ENSMUSG00000083522	
Nars	1	ENSMUSG00000024587	
Nat8	1	ENSMUSG00000030004	
Nat1	1	ENSMUSG00000025588	
Rpl31-ps18	1	ENSMUSG00000097719	
Nat2	1	ENSMUSG00000051147	
Rpl31-ps17	1	ENSMUSG00000072255	
Gnb2	1	ENSMUSG00000029713	
Rpl31-ps16	1	ENSMUSG00000097803	
Rpl31-ps15	1	ENSMUSG00000097304	
Gnb1	1	ENSMUSG00000029064	
Rpl31-ps14	1	ENSMUSG00000094191	
Gnb4	1	ENSMUSG00000027669	
Gnb3	1	ENSMUSG00000023439	
Rpl31-ps13	1	ENSMUSG00000051723	
Ddx1	1	ENSMUSG00000037149	
Gm42922	1	ENSMUSG00000104605	
Rpl31-ps12	1	ENSMUSG00000116648	
