NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION	17	17		
GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	106	100		
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING	9		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ADAPTATION	15	15		
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	33	22		
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_PROLIFERATION	16	16		
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION	17	15		
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	5		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT	13		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DIFFERENTIATION	7		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_SATELLITE_CELL_PROLIFERATION	12		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	32	27		
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_GROWTH	9		Rejected!	
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_REGENERATION	10		Rejected!	
GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	46	44		
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	229	223		
GOBP_REGULATION_OF_SMALL_INTESTINE_SMOOTH_MUSCLE_CONTRACTION	5		Rejected!	
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	389	337		
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	100	94		
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	13		Rejected!	
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_CHEMOTAXIS	8		Rejected!	
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	33	33		
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_MATRIX_ADHESION	5		Rejected!	
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	69	62		
GOBP_REGULATION_OF_SNARE_COMPLEX_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	6		Rejected!	
GOBP_REGULATION_OF_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	71	66		
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	59	56		
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	102	96		
GOBP_REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE	12		Rejected!	
GOBP_REGULATION_OF_SOMATOSTATIN_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_SOMITOGENESIS	7		Rejected!	
GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY	30	30		
GOBP_REGULATION_OF_SPINDLE_CHECKPOINT	24	21		
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	44	43		
GOBP_REGULATION_OF_SPONTANEOUS_SYNAPTIC_TRANSMISSION	7		Rejected!	
GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS	43	41		
GOBP_REGULATION_OF_SPROUTING_OF_INJURED_AXON	5		Rejected!	
GOBP_REGULATION_OF_SREBP_SIGNALING_PATHWAY	6		Rejected!	
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION	86	79		
GOBP_REGULATION_OF_STEM_CELL_DIVISION	15		Rejected!	
GOBP_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	76	70		
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	106	94		
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	96	69		
GOBP_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	20	17		
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS	123	94		
GOBP_REGULATION_OF_STEROL_TRANSPORT	71	57		
GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	11		Rejected!	
GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_ENTRY	19	18		
GOBP_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	211	194		
GOBP_REGULATION_OF_STRESS_GRANULE_ASSEMBLY	8		Rejected!	
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	108	99		
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	90	78		
GOBP_REGULATION_OF_STRIATED_MUSCLE_TISSUE_DEVELOPMENT	24	22		
GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	59	58		
GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	29	27		
GOBP_REGULATION_OF_SUPEROXIDE_DISMUTASE_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	35	33		
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	394	375		
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY	144	135		
GOBP_REGULATION_OF_SYNAPSE_MATURATION	23	23		
GOBP_REGULATION_OF_SYNAPSE_PRUNING	8		Rejected!	
GOBP_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY	10		Rejected!	
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	317	304		
GOBP_REGULATION_OF_SYNAPTIC_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_ASSEMBLY_AT_NEUROMUSCULAR_JUNCTION	7		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_MEMBRANE_ADHESION	7		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	391	251		
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC	16		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC	11		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC	44	40		
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	88	80		
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING	10		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	17	17		
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS	28	28		
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	59	57		
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION	19	18		
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_PRIMING	11		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	37	37		
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT	5		Rejected!	
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	35	33		
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	127	94		
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_BARORECEPTOR_FEEDBACK	7		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CAROTID_SINUS_BARORECEPTOR_FEEDBACK	5		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	17		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_ENDOTHELIN	6		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	45	29		
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_NOREPINEPHRINE_EPINEPHRINE	8		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	31	18		
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_VASOPRESSIN	5		Rejected!	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	55	39		
GOBP_REGULATION_OF_SYSTEM_PROCESS	643		Rejected!	
GOBP_REGULATION_OF_TAU_PROTEIN_KINASE_ACTIVITY	12		Rejected!	
GOBP_REGULATION_OF_TELOMERASE_ACTIVITY	48	48		
GOBP_REGULATION_OF_TELOMERE_CAPPING	26	26		
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	96	95		
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	20	20		
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	50	49		
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	59	58		
GOBP_REGULATION_OF_TERMINATION_OF_DNA_TEMPLATED_TRANSCRIPTION	6		Rejected!	
GOBP_REGULATION_OF_TESTOSTERONE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_REGULATION_OF_TETRAPYRROLE_METABOLIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION	31	29		
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION_BY_CHEMICAL_SIGNAL	7		Rejected!	
GOBP_REGULATION_OF_THYMOCYTE_APOPTOTIC_PROCESS	19	18		
GOBP_REGULATION_OF_THYMOCYTE_MIGRATION	5		Rejected!	
GOBP_REGULATION_OF_THYROID_HORMONE_GENERATION	7		Rejected!	
GOBP_REGULATION_OF_TIMING_OF_ANAGEN	5		Rejected!	
GOBP_REGULATION_OF_TIMING_OF_NEURON_DIFFERENTIATION	5		Rejected!	
GOBP_REGULATION_OF_TISSUE_REMODELING	87	73		
GOBP_REGULATION_OF_TOLERANCE_INDUCTION	20	18		
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	12		Rejected!	
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	12		Rejected!	
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	26	25		
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	10		Rejected!	
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	29	28		
GOBP_REGULATION_OF_TOOTH_MINERALIZATION	12		Rejected!	
GOBP_REGULATION_OF_TORC2_SIGNALING	7		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_BY_GLUCOSE	12		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	46	45		
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III	25	23		
GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_BY_GLUCOSE	8		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_HYPOXIA	9		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS	8		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	18	18		
GOBP_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	14		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	52	48		
GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY	802		Rejected!	
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION	8		Rejected!	
GOBP_REGULATION_OF_TRANSLATIONAL_ELONGATION	15	15		
GOBP_REGULATION_OF_TRANSLATIONAL_FIDELITY	8		Rejected!	
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION	66	65		
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION	12		Rejected!	
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS	15	15		
GOBP_REGULATION_OF_TRANSLATIONAL_TERMINATION	8		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_AT_POSTSYNAPSE	10		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_AT_POSTSYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION	6		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_AT_SYNAPSE	13		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_AT_SYNAPSE_MODULATING_SYNAPTIC_TRANSMISSION	9		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_INITIATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	8		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	14		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	24	22		
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	262	240		
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	635		Rejected!	
GOBP_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	27	19		
GOBP_REGULATION_OF_TRANSPORT	1967		Rejected!	
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	308	288		
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	735		Rejected!	
GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	26	26		
GOBP_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS	16		Rejected!	
GOBP_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	53	47		
GOBP_REGULATION_OF_TRNA_METABOLIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_TRNA_STABILITY	5		Rejected!	
GOBP_REGULATION_OF_TUBE_SIZE	187	162		
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	41	40		
GOBP_REGULATION_OF_TWITCH_SKELETAL_MUSCLE_CONTRACTION	5		Rejected!	
GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	34	32		
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION	20	16		
GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	47	41		
GOBP_REGULATION_OF_T_CELL_ACTIVATION	412	359		
GOBP_REGULATION_OF_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	5		Rejected!	
GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	50	47		
GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS	16		Rejected!	
GOBP_REGULATION_OF_T_CELL_COSTIMULATION	7		Rejected!	
GOBP_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	38	35		
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	32	28		
GOBP_REGULATION_OF_T_CELL_EXTRAVASATION	6		Rejected!	
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	63	48		
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	116	97		
GOBP_REGULATION_OF_T_CELL_MIGRATION	51	48		
GOBP_REGULATION_OF_T_CELL_PROLIFERATION	226	193		
GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	49	45		
GOBP_REGULATION_OF_T_CIRCLE_FORMATION	6		Rejected!	
GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION	21	17		
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	33	29		
GOBP_REGULATION_OF_T_HELPER_1_CELL_CYTOKINE_PRODUCTION	8		Rejected!	
GOBP_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	33	30		
GOBP_REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION	12		Rejected!	
GOBP_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	42	36		
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	176	170		
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	23	22		
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	44	43		
GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_REGULATION_OF_URINE_VOLUME	27	20		
GOBP_REGULATION_OF_VACUOLE_ORGANIZATION	56	55		
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION	11		Rejected!	
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	33	32		
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY	48	44		
GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING	11		Rejected!	
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT	311	288		
GOBP_REGULATION_OF_VASCULOGENESIS	16	16		
GOBP_REGULATION_OF_VASOCONSTRICTION	88	74		
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	12		Rejected!	
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION	7		Rejected!	
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	5		Rejected!	
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	5		Rejected!	
GOBP_REGULATION_OF_VESICLE_DOCKING	5		Rejected!	
GOBP_REGULATION_OF_VESICLE_FUSION	33	32		
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	614		Rejected!	
GOBP_REGULATION_OF_VESICLE_SIZE	20	20		
GOBP_REGULATION_OF_VESICLE_TRANSPORT_ALONG_MICROTUBULE	6		Rejected!	
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	92	81		
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	92	87		
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	156	133		
GOBP_REGULATION_OF_VIRAL_PROCESS	187	162		
GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION	26	23		
GOBP_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	23		Rejected!	
GOBP_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	43	40		
GOBP_REGULATION_OF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	11		Rejected!	
GOBP_REGULATION_OF_WNT_PROTEIN_SECRETION	5		Rejected!	
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	326	305		
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	9		Rejected!	
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	15	15		
GOBP_REGULATION_OF_WOUND_HEALING	128	107		
GOBP_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	8		Rejected!	
GOBP_REGULATION_OF_XENOPHAGY	12		Rejected!	
GOBP_REGULATION_PROTEIN_CATABOLIC_PROCESS_AT_POSTSYNAPSE	7		Rejected!	
GOBP_REGULATION_PROTEIN_CATABOLIC_PROCESS_AT_SYNAPSE	10		Rejected!	
GOBP_REGULATORY_NCRNA_MEDIATED_GENE_SILENCING	214	127		
GOBP_REGULATORY_NCRNA_PROCESSING	85	72		
GOBP_REGULATORY_T_CELL_DIFFERENTIATION	44	40		
GOBP_RELAXATION_OF_CARDIAC_MUSCLE	16	16		
GOBP_RELAXATION_OF_MUSCLE	36	35		
GOBP_RELAXATION_OF_SMOOTH_MUSCLE	12		Rejected!	
GOBP_RELAXATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE	7		Rejected!	
GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	67	66		
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM	27	25		
GOBP_RENAL_ABSORPTION	34	29		
GOBP_RENAL_ALBUMIN_ABSORPTION	5		Rejected!	
GOBP_RENAL_CONTROL_OF_PERIPHERAL_VASCULAR_RESISTANCE_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	8		Rejected!	
GOBP_RENAL_FILTRATION	30	26		
GOBP_RENAL_PROTEIN_ABSORPTION	9		Rejected!	
GOBP_RENAL_RESPONSE_TO_BLOOD_FLOW_INVOLVED_IN_CIRCULATORY_RENIN_ANGIOTENSIN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	8		Rejected!	
GOBP_RENAL_SODIUM_EXCRETION	8		Rejected!	
GOBP_RENAL_SODIUM_ION_ABSORPTION	13		Rejected!	
GOBP_RENAL_SODIUM_ION_TRANSPORT	16		Rejected!	
GOBP_RENAL_SYSTEM_DEVELOPMENT	352	310		
GOBP_RENAL_SYSTEM_PROCESS	128	106		
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME	16		Rejected!	
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	28	20		
GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT	28	26		
GOBP_RENAL_SYSTEM_VASCULATURE_MORPHOGENESIS	7		Rejected!	
GOBP_RENAL_TUBULAR_SECRETION	18		Rejected!	
GOBP_RENAL_TUBULE_DEVELOPMENT	114	98		
GOBP_RENAL_TUBULE_MORPHOGENESIS	94	79		
GOBP_RENAL_VESICLE_DEVELOPMENT	19	17		
GOBP_RENAL_VESICLE_FORMATION	8		Rejected!	
GOBP_RENAL_WATER_ABSORPTION	7		Rejected!	
GOBP_RENAL_WATER_HOMEOSTASIS	17		Rejected!	
GOBP_RENAL_WATER_TRANSPORT	10		Rejected!	
GOBP_REPLACEMENT_OSSIFICATION	37	36		
GOBP_REPLICATION_BORN_DOUBLE_STRAND_BREAK_REPAIR_VIA_SISTER_CHROMATID_EXCHANGE	8		Rejected!	
GOBP_REPLICATIVE_SENESCENCE	12		Rejected!	
GOBP_REPRODUCTION	1658		Rejected!	
GOBP_REPRODUCTIVE_BEHAVIOR	65	50		
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT	348	284		
GOBP_RESCUE_OF_STALLED_RIBOSOME	30	30		
GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES	17	16		
GOBP_RESOLUTION_OF_RECOMBINATION_INTERMEDIATES	6		Rejected!	
GOBP_RESPIRATORY_BURST	30	27		
GOBP_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE	14		Rejected!	
GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	10		Rejected!	
GOBP_RESPIRATORY_CHAIN_COMPLEX_III_ASSEMBLY	11		Rejected!	
GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	29	28		
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	75	68		
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	278	247		
GOBP_RESPIRATORY_SYSTEM_PROCESS	50	47		
GOBP_RESPONSE_TO_ABIOTIC_STIMULUS	1126		Rejected!	
GOBP_RESPONSE_TO_ACETYLCHOLINE	48	40		
GOBP_RESPONSE_TO_ACIDIC_PH	23	20		
GOBP_RESPONSE_TO_ACID_CHEMICAL	217	111		
GOBP_RESPONSE_TO_ACTIVITY	40	29		
GOBP_RESPONSE_TO_ALCOHOL	260	157		
GOBP_RESPONSE_TO_ALDOSTERONE	7		Rejected!	
GOBP_RESPONSE_TO_ALKALOID	78	73		
GOBP_RESPONSE_TO_AMINE	24	21		
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION	54	54		
GOBP_RESPONSE_TO_AMYLOID_BETA	44	38		
GOBP_RESPONSE_TO_ANGIOTENSIN	32	29		
GOBP_RESPONSE_TO_ANTIBIOTIC	36	30		
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	27	25		
GOBP_RESPONSE_TO_ATP	31	30		
GOBP_RESPONSE_TO_AUDITORY_STIMULUS	29	24		
GOBP_RESPONSE_TO_AXON_INJURY	75	75		
GOBP_RESPONSE_TO_BACTERIAL_LIPOPROTEIN	7		Rejected!	
GOBP_RESPONSE_TO_BACTERIUM	928		Rejected!	
GOBP_RESPONSE_TO_BILE_ACID	7		Rejected!	
GOBP_RESPONSE_TO_BMP	181	148		
GOBP_RESPONSE_TO_CADMIUM_ION	40	33		
GOBP_RESPONSE_TO_CAFFEINE	15	15		
GOBP_RESPONSE_TO_CALCIUM_ION	148	135		
GOBP_RESPONSE_TO_CAMP	61	55		
GOBP_RESPONSE_TO_CAMPTOTHECIN	5		Rejected!	
