NAME	TITLE	SCORE	
Shank1	SH3 and multiple ankyrin repeat domains 1 [Source:MGI Symbol;Acc:MGI:3613677]	-0.6985622	
Htra4	HtrA serine peptidase 4 [Source:MGI Symbol;Acc:MGI:3036260]	-0.698706	
Uqcrh	ubiquinol-cytochrome c reductase hinge protein [Source:MGI Symbol;Acc:MGI:1913826]	-0.69907665	
Gm8219	predicted gene 8219 [Source:MGI Symbol;Acc:MGI:3646725]	-0.6993641	
Cdh24	cadherin-like 24 [Source:MGI Symbol;Acc:MGI:1928330]	-0.69944155	
Cndp1	carnosine dipeptidase 1 (metallopeptidase M20 family) [Source:MGI Symbol;Acc:MGI:2451097]	-0.6996058	
Hmmr	hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667]	-0.69987184	
Spcs2-ps	signal peptidase complex subunit 2, pseudogene [Source:MGI Symbol;Acc:MGI:3650451]	-0.69989645	
Lekr1	leucine, glutamate and lysine rich 1 [Source:MGI Symbol;Acc:MGI:3645902]	-0.69999146	
Plekhg3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3 [Source:MGI Symbol;Acc:MGI:2388284]	-0.70008034	
Gm3724	predicted gene 3724 [Source:MGI Symbol;Acc:MGI:3804937]	-0.7001869	
Selenok-ps5	selenoprotein K, pseudogene 5 [Source:MGI Symbol;Acc:MGI:5012170]	-0.7005092	
Cplane1	ciliogenesis and planar polarity effector 1 [Source:MGI Symbol;Acc:MGI:1920942]	-0.7006308	
Uqcrq	ubiquinol-cytochrome c reductase, complex III subunit VII [Source:MGI Symbol;Acc:MGI:107807]	-0.7007965	
Gm534	predicted gene 534 [Source:MGI Symbol;Acc:MGI:2685380]	-0.7009022	
Rasgrp1	RAS guanyl releasing protein 1 [Source:MGI Symbol;Acc:MGI:1314635]	-0.7010322	
Trp53bp2	transformation related protein 53 binding protein 2 [Source:MGI Symbol;Acc:MGI:2138319]	-0.7010543	
Auh	AU RNA binding protein/enoyl-coenzyme A hydratase [Source:MGI Symbol;Acc:MGI:1338011]	-0.7010862	
Gm3239	predicted gene 3239 [Source:MGI Symbol;Acc:MGI:3781417]	-0.701098	
Pla2g3	phospholipase A2, group III [Source:MGI Symbol;Acc:MGI:2444945]	-0.7015512	
Nos1ap	nitric oxide synthase 1 (neuronal) adaptor protein [Source:MGI Symbol;Acc:MGI:1917979]	-0.7017665	
Gm20621	predicted gene 20621 [Source:MGI Symbol;Acc:MGI:5313068]	-0.70207703	
Rfng	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:894275]	-0.7022227	
Catsperg1	cation channel sperm associated auxiliary subunit gamma 1 [Source:MGI Symbol;Acc:MGI:2443617]	-0.7023408	
Gm8834	predicted gene 8834 [Source:MGI Symbol;Acc:MGI:3646859]	-0.70234567	
Dnmt1	DNA methyltransferase (cytosine-5) 1 [Source:MGI Symbol;Acc:MGI:94912]	-0.70253366	
Slc25a14	solute carrier family 25 (mitochondrial carrier, brain), member 14 [Source:MGI Symbol;Acc:MGI:1330823]	-0.70264775	
Gm536	predicted gene 536 [Source:MGI Symbol;Acc:MGI:2685382]	-0.70304996	
Gm40652	predicted gene, 40652 [Source:MGI Symbol;Acc:MGI:5623537]	-0.7030532	
Tubg2	tubulin, gamma 2 [Source:MGI Symbol;Acc:MGI:2144208]	-0.70306456	
Gabra4	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4 [Source:MGI Symbol;Acc:MGI:95616]	-0.70308053	
4933417C20Rik	RIKEN cDNA 4933417C20 gene [Source:MGI Symbol;Acc:MGI:1918378]	-0.70324403	
Gimap9	GTPase, IMAP family member 9 [Source:MGI Symbol;Acc:MGI:3511744]	-0.70335037	
4930447C04Rik	RIKEN cDNA 4930447C04 gene [Source:MGI Symbol;Acc:MGI:1923051]	-0.7033637	
Zfp786	zinc finger protein 786 [Source:MGI Symbol;Acc:MGI:3026883]	-0.7034865	
Lpin1	lipin 1 [Source:MGI Symbol;Acc:MGI:1891340]	-0.7035205	
Cecr2	CECR2, histone acetyl-lysine reader [Source:MGI Symbol;Acc:MGI:1923799]	-0.70354855	
Desi1	desumoylating isopeptidase 1 [Source:MGI Symbol;Acc:MGI:106313]	-0.70362806	
Gm13161	predicted gene 13161 [Source:MGI Symbol;Acc:MGI:3650656]	-0.7038573	
Gm24497	predicted gene, 24497 [Source:MGI Symbol;Acc:MGI:5454274]	-0.70401233	
Gm24613	predicted gene, 24613 [Source:MGI Symbol;Acc:MGI:5454390]	-0.7041109	
Dtx3	deltex 3, E3 ubiquitin ligase [Source:MGI Symbol;Acc:MGI:2135752]	-0.7041342	
Tmem241	transmembrane protein 241 [Source:MGI Symbol;Acc:MGI:2442435]	-0.7041608	
F7	coagulation factor VII [Source:MGI Symbol;Acc:MGI:109325]	-0.7045738	
Asb1	ankyrin repeat and SOCS box-containing 1 [Source:MGI Symbol;Acc:MGI:1929735]	-0.7046104	
Tvp23bos	trans-golgi network vesicle protein 23B, opposite strand [Source:MGI Symbol;Acc:MGI:3649886]	-0.7046225	
Cep126	centrosomal protein 126 [Source:MGI Symbol;Acc:MGI:2680221]	-0.70474637	
Foxo1	forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]	-0.70530164	
Map3k6	mitogen-activated protein kinase kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1855691]	-0.7054095	
Asprv1	aspartic peptidase, retroviral-like 1 [Source:MGI Symbol;Acc:MGI:1915105]	-0.70551276	
H2-M1	histocompatibility 2, M region locus 1 [Source:MGI Symbol;Acc:MGI:95913]	-0.70570695	
Vax2	ventral anterior homeobox 2 [Source:MGI Symbol;Acc:MGI:1346018]	-0.70570695	
Gm39150	predicted gene, 39150 [Source:MGI Symbol;Acc:MGI:5622035]	-0.7057732	
Gm5466	predicted gene 5466 [Source:MGI Symbol;Acc:MGI:3647828]	-0.70580703	
Ccdc83	coiled-coil domain containing 83 [Source:MGI Symbol;Acc:MGI:1918255]	-0.7059348	
Tomm7	translocase of outer mitochondrial membrane 7 [Source:MGI Symbol;Acc:MGI:1913419]	-0.7061423	
Kcns3	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3 [Source:MGI Symbol;Acc:MGI:1098804]	-0.70618606	
Ptgfr	prostaglandin F receptor [Source:MGI Symbol;Acc:MGI:97796]	-0.7062003	
F2rl2	coagulation factor II (thrombin) receptor-like 2 [Source:MGI Symbol;Acc:MGI:1298208]	-0.7063241	
Glrx5	glutaredoxin 5 [Source:MGI Symbol;Acc:MGI:1920296]	-0.70661336	
Rsph3a	radial spoke 3A homolog (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:1914082]	-0.706671	
Zfp354c	zinc finger protein 354C [Source:MGI Symbol;Acc:MGI:1353621]	-0.70698655	
Uqcr11	ubiquinol-cytochrome c reductase, complex III subunit XI [Source:MGI Symbol;Acc:MGI:1913844]	-0.70711684	
A330035P11Rik	RIKEN cDNA A330035P11 gene [Source:MGI Symbol;Acc:MGI:2442610]	-0.7072176	
Efna3	ephrin A3 [Source:MGI Symbol;Acc:MGI:106644]	-0.7072617	
Smim12	small integral membrane protein 12 [Source:MGI Symbol;Acc:MGI:1933141]	-0.7073715	
Selenok-ps6	selenoprotein K, pseudogene 6 [Source:MGI Symbol;Acc:MGI:5012188]	-0.7074177	
Lysmd4	LysM, putative peptidoglycan-binding, domain containing 4 [Source:MGI Symbol;Acc:MGI:1922349]	-0.7074498	
Gm11465	predicted gene 11465 [Source:MGI Symbol;Acc:MGI:3649368]	-0.70758283	
Snx21	sorting nexin family member 21 [Source:MGI Symbol;Acc:MGI:1917729]	-0.70802724	
Fam110d	family with sequence similarity 110, member D [Source:MGI Symbol;Acc:MGI:1919940]	-0.7086126	
Slc30a10	solute carrier family 30, member 10 [Source:MGI Symbol;Acc:MGI:2685058]	-0.7086135	
4833445I07Rik	RIKEN cDNA 4833445I07 gene [Source:MGI Symbol;Acc:MGI:2143268]	-0.7087198	
Kank4os	KN motif and ankyrin repeat domains 4, opposite strand [Source:MGI Symbol;Acc:MGI:3026921]	-0.70886874	
Cfap157	cilia and flagella associated protein 157 [Source:MGI Symbol;Acc:MGI:2447809]	-0.7088721	
Gm10237	predicted gene 10237 [Source:MGI Symbol;Acc:MGI:3641816]	-0.7091306	
Gm6051	predicted gene 6051 [Source:MGI Symbol;Acc:MGI:3645584]	-0.70918566	
Cit	citron [Source:MGI Symbol;Acc:MGI:105313]	-0.7092975	
Gm22068	predicted gene, 22068 [Source:MGI Symbol;Acc:MGI:5451845]	-0.7097276	
Gm30082	predicted gene, 30082 [Source:MGI Symbol;Acc:MGI:5589241]	-0.71013135	
Plekhh3	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3 [Source:MGI Symbol;Acc:MGI:2384950]	-0.7102227	
Kif3a	kinesin family member 3A [Source:MGI Symbol;Acc:MGI:107689]	-0.71036184	
Serpini1	serine (or cysteine) peptidase inhibitor, clade I, member 1 [Source:MGI Symbol;Acc:MGI:1194506]	-0.710408	
Rpl10a-ps2	ribosomal protein L10A, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3646227]	-0.71040964	
Cltb	clathrin, light polypeptide (Lcb) [Source:MGI Symbol;Acc:MGI:1921575]	-0.71048534	
Net1	neuroepithelial cell transforming gene 1 [Source:MGI Symbol;Acc:MGI:1927138]	-0.7107152	
Lrg1	leucine-rich alpha-2-glycoprotein 1 [Source:MGI Symbol;Acc:MGI:1924155]	-0.71073	
Slc20a1	solute carrier family 20, member 1 [Source:MGI Symbol;Acc:MGI:108392]	-0.710733	
Ppp1r3g	protein phosphatase 1, regulatory subunit 3G [Source:MGI Symbol;Acc:MGI:1923737]	-0.7110526	
Dach1	dachshund family transcription factor 1 [Source:MGI Symbol;Acc:MGI:1277991]	-0.7112531	
Cdc6	cell division cycle 6 [Source:MGI Symbol;Acc:MGI:1345150]	-0.7116914	
Slco2a1	solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]	-0.71187896	
Gm8253	predicted gene 8253 [Source:MGI Symbol;Acc:MGI:3647612]	-0.71195394	
Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B [Source:MGI Symbol;Acc:MGI:107559]	-0.7119578	
Pigl	phosphatidylinositol glycan anchor biosynthesis, class L [Source:MGI Symbol;Acc:MGI:2681271]	-0.7125939	
Fktn	fukutin [Source:MGI Symbol;Acc:MGI:2179507]	-0.7126199	
mt-Tl1	mitochondrially encoded tRNA leucine 1 [Source:MGI Symbol;Acc:MGI:102482]	-0.71312535	
Gm17228	predicted gene 17228 [Source:MGI Symbol;Acc:MGI:4938055]	-0.71313125	
Magee1	MAGE family member E1 [Source:MGI Symbol;Acc:MGI:2148149]	-0.71357346	
Tspan8	tetraspanin 8 [Source:MGI Symbol;Acc:MGI:2384918]	-0.71373194	
Snora34	small nucleolar RNA, H/ACA box 34 [Source:MGI Symbol;Acc:MGI:3819502]	-0.7138244	
Mpv17	MpV17 mitochondrial inner membrane protein [Source:MGI Symbol;Acc:MGI:97138]	-0.7140179	
Gadd45a	growth arrest and DNA-damage-inducible 45 alpha [Source:MGI Symbol;Acc:MGI:107799]	-0.71406823	
Gm1604a	predicted gene 1604A [Source:MGI Symbol;Acc:MGI:3807545]	-0.71447694	
Gm36535	predicted gene, 36535 [Source:MGI Symbol;Acc:MGI:5595694]	-0.7146216	
Gm10010	predicted gene 10010 [Source:MGI Symbol;Acc:MGI:3641978]	-0.71466184	
Gm30122	predicted gene, 30122 [Source:MGI Symbol;Acc:MGI:5589281]	-0.71484584	
Gm14111	predicted gene 14111 [Source:MGI Symbol;Acc:MGI:3652258]	-0.715299	
Fndc5	fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:1917614]	-0.7154413	
2310058D17Rik	RIKEN cDNA 2310058D17 gene [Source:MGI Symbol;Acc:MGI:1922944]	-0.71549106	
Gm16196	predicted gene 16196 [Source:MGI Symbol;Acc:MGI:3801772]	-0.7155434	
Bsx	brain specific homeobox [Source:MGI Symbol;Acc:MGI:2669849]	-0.71568024	
Or4e5	olfactory receptor family 4 subfamily E member 5 [Source:MGI Symbol;Acc:MGI:3031341]	-0.7160333	
Kctd10	potassium channel tetramerisation domain containing 10 [Source:MGI Symbol;Acc:MGI:2141207]	-0.7161282	
Pcdh18	protocadherin 18 [Source:MGI Symbol;Acc:MGI:1920423]	-0.71629006	
Shank2	SH3 and multiple ankyrin repeat domains 2 [Source:MGI Symbol;Acc:MGI:2671987]	-0.71634763	
Rimkla	ribosomal modification protein rimK-like family member A [Source:MGI Symbol;Acc:MGI:3040686]	-0.7164011	
Ttn	titin [Source:MGI Symbol;Acc:MGI:98864]	-0.7164917	
Ubap1l	ubiquitin-associated protein 1-like [Source:MGI Symbol;Acc:MGI:2685360]	-0.71650386	
Gm12650	predicted gene 12650 [Source:MGI Symbol;Acc:MGI:3649946]	-0.71687114	
Gm10517	predicted gene 10517 [Source:MGI Symbol;Acc:MGI:3642267]	-0.7170433	
Gm7694	predicted gene 7694 [Source:MGI Symbol;Acc:MGI:3649135]	-0.71704334	
Cyp46a1	cytochrome P450, family 46, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1341877]	-0.71721125	
Ndufaf2	NADH:ubiquinone oxidoreductase complex assembly factor 2 [Source:MGI Symbol;Acc:MGI:1922847]	-0.7173779	
Creb3l2	cAMP responsive element binding protein 3-like 2 [Source:MGI Symbol;Acc:MGI:2442695]	-0.71742857	
Gm46620	predicted gene, 46620 [Source:MGI Symbol;Acc:MGI:5826257]	-0.71744084	
Shh	sonic hedgehog [Source:MGI Symbol;Acc:MGI:98297]	-0.7177579	
1700028I16Rik	RIKEN cDNA 1700028I16 gene [Source:MGI Symbol;Acc:MGI:1917253]	-0.7178581	
Gm17045	predicted gene 17045 [Source:MGI Symbol;Acc:MGI:4937872]	-0.71787125	
Acot5	acyl-CoA thioesterase 5 [Source:MGI Symbol;Acc:MGI:2384969]	-0.71812046	
Gm18561	predicted gene, 18561 [Source:MGI Symbol;Acc:MGI:5010746]	-0.71829623	
Kcnmb4os2	potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 2 [Source:MGI Symbol;Acc:MGI:1918263]	-0.7183098	
Qrfp	pyroglutamylated RFamide peptide [Source:MGI Symbol;Acc:MGI:3630329]	-0.7185996	
Fitm1	fat storage-inducing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915930]	-0.7189259	
Gm9797	predicted pseudogene 9797 [Source:MGI Symbol;Acc:MGI:3704349]	-0.71932656	
Dad1	defender against cell death 1 [Source:MGI Symbol;Acc:MGI:101912]	-0.7197259	
Cdadc1	cytidine and dCMP deaminase domain containing 1 [Source:MGI Symbol;Acc:MGI:1919141]	-0.71992475	
Rpl29-ps2	ribosomal protein L29, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3648624]	-0.7199522	
Golga3	golgi autoantigen, golgin subfamily a, 3 [Source:MGI Symbol;Acc:MGI:96958]	-0.71997046	
Ndufa11	NADH:ubiquinone oxidoreductase subunit A11 [Source:MGI Symbol;Acc:MGI:1917125]	-0.7202026	
Osbp2	oxysterol binding protein 2 [Source:MGI Symbol;Acc:MGI:1921559]	-0.7203284	
Eri3	exoribonuclease 3 [Source:MGI Symbol;Acc:MGI:2153887]	-0.7203701	
Napb	N-ethylmaleimide sensitive fusion protein attachment protein beta [Source:MGI Symbol;Acc:MGI:104562]	-0.7205031	
Rora	RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]	-0.7205475	
Mgat5b	mannoside acetylglucosaminyltransferase 5, isoenzyme B [Source:MGI Symbol;Acc:MGI:3606200]	-0.72055846	
Cdk13	cyclin-dependent kinase 13 [Source:MGI Symbol;Acc:MGI:1916812]	-0.72071415	
Gm12107	predicted gene 12107 [Source:MGI Symbol;Acc:MGI:3651177]	-0.7208641	
Gm14859	predicted gene 14859 [Source:MGI Symbol;Acc:MGI:3705727]	-0.721087	
Tmeff1	transmembrane protein with EGF-like and two follistatin-like domains 1 [Source:MGI Symbol;Acc:MGI:1926810]	-0.72123146	
Slc35e4	solute carrier family 35, member E4 [Source:MGI Symbol;Acc:MGI:2144150]	-0.72150475	
Cyp11a1	cytochrome P450, family 11, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88582]	-0.7217618	
9330136K24Rik	RIKEN cDNA 9330136K24 gene [Source:MGI Symbol;Acc:MGI:2442883]	-0.72180784	
Zbed5	zinc finger BED-type containing 5 [Source:MGI Symbol;Acc:MGI:1919220]	-0.7221757	
Ppara	peroxisome proliferator activated receptor alpha [Source:MGI Symbol;Acc:MGI:104740]	-0.7222078	
Clstn1	calsyntenin 1 [Source:MGI Symbol;Acc:MGI:1929895]	-0.7226536	
Ppp1r9a	protein phosphatase 1, regulatory subunit 9A [Source:MGI Symbol;Acc:MGI:2442401]	-0.72270954	
Rd3	retinal degeneration 3 [Source:MGI Symbol;Acc:MGI:1921273]	-0.722787	
Gtf2h3	general transcription factor IIH, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1277143]	-0.72287875	
Gm3654	predicted gene 3654 [Source:MGI Symbol;Acc:MGI:3781830]	-0.72340095	
Mybl1	myeloblastosis oncogene-like 1 [Source:MGI Symbol;Acc:MGI:99925]	-0.7235443	
Klf1	Kruppel-like factor 1 (erythroid) [Source:MGI Symbol;Acc:MGI:1342771]	-0.7236788	
Fam169a	family with sequence similarity 169, member A [Source:MGI Symbol;Acc:MGI:2444268]	-0.7238173	
Rps15a-ps8	ribosomal protein S15A, pseudogene 8 [Source:MGI Symbol;Acc:MGI:3652112]	-0.7239165	
Gm12331	predicted gene 12331 [Source:MGI Symbol;Acc:MGI:3650004]	-0.7240742	
E130202H07Rik	RIKEN cDNA E130202H07 gene [Source:MGI Symbol;Acc:MGI:2685655]	-0.7241681	
Gm9920	predicted gene 9920 [Source:MGI Symbol;Acc:MGI:3642228]	-0.72447526	
Gm20757	predicted gene, 20757 [Source:MGI Symbol;Acc:MGI:5434113]	-0.7245772	
Mansc1	MANSC domain containing 1 [Source:MGI Symbol;Acc:MGI:1914979]	-0.7248408	
Mfsd3	major facilitator superfamily domain containing 3 [Source:MGI Symbol;Acc:MGI:1916822]	-0.72493166	
Plxna1	plexin A1 [Source:MGI Symbol;Acc:MGI:107685]	-0.7250441	
Mipol1	mirror-image polydactyly 1 [Source:MGI Symbol;Acc:MGI:1920740]	-0.72511363	
Parm1	prostate androgen-regulated mucin-like protein 1 [Source:MGI Symbol;Acc:MGI:2443349]	-0.7257732	
Dapl1	death associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1923997]	-0.72582996	
Mrpl33	mitochondrial ribosomal protein L33 [Source:MGI Symbol;Acc:MGI:2137225]	-0.7259352	
Unc80	unc-80, NALCN activator [Source:MGI Symbol;Acc:MGI:2652882]	-0.7261592	
Spaar	small regulatory polypeptide of amino acid response [Source:MGI Symbol;Acc:MGI:1918656]	-0.72619385	
Unc5d	unc-5 netrin receptor D [Source:MGI Symbol;Acc:MGI:2389364]	-0.7263306	
Ccdc142os	coiled-coil domain containing 142, opposite strand [Source:MGI Symbol;Acc:MGI:3783052]	-0.7265012	
Gin1	gypsy retrotransposon integrase 1 [Source:MGI Symbol;Acc:MGI:2182036]	-0.72678787	
Gm16835	predicted gene, 16835 [Source:MGI Symbol;Acc:MGI:4439759]	-0.7267938	
Sfxn1	sideroflexin 1 [Source:MGI Symbol;Acc:MGI:2137677]	-0.72704256	
Cip2a	cell proliferation regulating inhibitor of protein phosphatase 2A [Source:MGI Symbol;Acc:MGI:2146335]	-0.7271918	
Rnf43	ring finger protein 43 [Source:MGI Symbol;Acc:MGI:2442609]	-0.7273944	
R3hdm1	R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514]	-0.7275676	
Asic4	acid-sensing (proton-gated) ion channel family member 4 [Source:MGI Symbol;Acc:MGI:2652846]	-0.72779083	
Gm35721	predicted gene, 35721 [Source:MGI Symbol;Acc:MGI:5594880]	-0.7282385	
Sft2d3	SFT2 domain containing 3 [Source:MGI Symbol;Acc:MGI:1914408]	-0.7282477	
Fam220-ps	family with sequence similarity 220, pseudogene [Source:MGI Symbol;Acc:MGI:3707456]	-0.72840875	
Tnfsf13	tumor necrosis factor (ligand) superfamily, member 13 [Source:MGI Symbol;Acc:MGI:1916833]	-0.7286419	
Ddc	dopa decarboxylase [Source:MGI Symbol;Acc:MGI:94876]	-0.7286535	
Pyurf	Pigy upstream reading frame [Source:MGI Symbol;Acc:MGI:1913709]	-0.728758	
Crhr1	corticotropin releasing hormone receptor 1 [Source:MGI Symbol;Acc:MGI:88498]	-0.7288621	
Itga8	integrin alpha 8 [Source:MGI Symbol;Acc:MGI:109442]	-0.7294097	
Lix1	limb and CNS expressed 1 [Source:MGI Symbol;Acc:MGI:1913893]	-0.7296593	
Jakmip2	janus kinase and microtubule interacting protein 2 [Source:MGI Symbol;Acc:MGI:1923467]	-0.7298451	
Snai2	snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393]	-0.72991353	
Kif23	kinesin family member 23 [Source:MGI Symbol;Acc:MGI:1919069]	-0.7302105	
Snora23	small nucleolar RNA, H/ACA box 23 [Source:MGI Symbol;Acc:MGI:3819494]	-0.73021585	
Zfp775	zinc finger protein 775 [Source:MGI Symbol;Acc:MGI:2683557]	-0.73052454	
Rtl8a	retrotransposon Gag like 8A [Source:MGI Symbol;Acc:MGI:1913408]	-0.7306244	
Gckr	glucokinase regulatory protein [Source:MGI Symbol;Acc:MGI:1096345]	-0.73064584	
A230057D06Rik	RIKEN cDNA A230057D06 gene [Source:MGI Symbol;Acc:MGI:2442922]	-0.7306907	
Sqle	squalene epoxidase [Source:MGI Symbol;Acc:MGI:109296]	-0.7307065	
Padi3	peptidyl arginine deiminase, type III [Source:MGI Symbol;Acc:MGI:1338891]	-0.7308465	
Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5 [Source:MGI Symbol;Acc:MGI:109579]	-0.73086345	
Sccpdh	saccharopine dehydrogenase (putative) [Source:MGI Symbol;Acc:MGI:1924486]	-0.73107374	
Gm15473	predicted gene 15473 [Source:MGI Symbol;Acc:MGI:3705105]	-0.7316462	
Gm17249	predicted gene, 17249 [Source:MGI Symbol;Acc:MGI:4936883]	-0.73183745	
Gm32899	predicted gene, 32899 [Source:MGI Symbol;Acc:MGI:5592058]	-0.73203874	
Cxcl12	chemokine (C-X-C motif) ligand 12 [Source:MGI Symbol;Acc:MGI:103556]	-0.73219305	
D430040L24Rik	RIKEN cDNA D430040L24 gene [Source:MGI Symbol;Acc:MGI:2444469]	-0.7322269	
1700104B16Rik	RIKEN cDNA 1700104B16 gene [Source:MGI Symbol;Acc:MGI:1925886]	-0.7322465	
Myo6	myosin VI [Source:MGI Symbol;Acc:MGI:104785]	-0.7322724	
Robo2	roundabout guidance receptor 2 [Source:MGI Symbol;Acc:MGI:1890110]	-0.73240656	
Gm10433	predicted gene 10433 [Source:MGI Symbol;Acc:MGI:3642010]	-0.73257864	
Slc20a2	solute carrier family 20, member 2 [Source:MGI Symbol;Acc:MGI:97851]	-0.7327298	
L2hgdh	L-2-hydroxyglutarate dehydrogenase [Source:MGI Symbol;Acc:MGI:2384968]	-0.73278576	
Gm18283	predicted gene, 18283 [Source:MGI Symbol;Acc:MGI:5010468]	-0.7330252	
Gm25099	predicted gene, 25099 [Source:MGI Symbol;Acc:MGI:5454876]	-0.73314035	
Ccdc173	coiled-coil domain containing 173 [Source:MGI Symbol;Acc:MGI:1923100]	-0.7331423	
Siglec15	sialic acid binding Ig-like lectin 15 [Source:MGI Symbol;Acc:MGI:3646642]	-0.73357886	
A530016L24Rik	RIKEN cDNA A530016L24 gene [Source:MGI Symbol;Acc:MGI:2443020]	-0.733598	
Zfp672	zinc finger protein 672 [Source:MGI Symbol;Acc:MGI:2442105]	-0.7336526	
Trp53inp2	transformation related protein 53 inducible nuclear protein 2 [Source:MGI Symbol;Acc:MGI:1915978]	-0.733873	
Bhlha15	basic helix-loop-helix family, member a15 [Source:MGI Symbol;Acc:MGI:891976]	-0.7338925	
Gm13778	predicted gene 13778 [Source:MGI Symbol;Acc:MGI:3649233]	-0.73398584	
Eva1c	eva-1 homolog C (C. elegans) [Source:MGI Symbol;Acc:MGI:1918217]	-0.73402655	
Gm11658	predicted gene 11658 [Source:MGI Symbol;Acc:MGI:3650797]	-0.7343277	
Rpl35a-ps7	ribosomal protein L35A, pseudogene 7 [Source:MGI Symbol;Acc:MGI:3781346]	-0.7343709	
Etaa1os	Ewing tumor-associated antigen 1, opposite strand [Source:MGI Symbol;Acc:MGI:1920221]	-0.73473215	
9530026P05Rik	RIKEN cDNA 9530026P05 gene [Source:MGI Symbol;Acc:MGI:1924659]	-0.7349424	
Grb7	growth factor receptor bound protein 7 [Source:MGI Symbol;Acc:MGI:102683]	-0.73500234	
Cd99l2	CD99 antigen-like 2 [Source:MGI Symbol;Acc:MGI:2177151]	-0.73508406	
Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:MGI Symbol;Acc:MGI:107815]	-0.73531085	
Gm5787	predicted gene 5787 [Source:MGI Symbol;Acc:MGI:3811197]	-0.73566866	
Ttbk1	tau tubulin kinase 1 [Source:MGI Symbol;Acc:MGI:2147036]	-0.7358357	
Sfmbt2	Scm-like with four mbt domains 2 [Source:MGI Symbol;Acc:MGI:2447794]	-0.7360407	
Gm39168	predicted gene, 39168 [Source:MGI Symbol;Acc:MGI:5622053]	-0.736256	
A530053M12Rik	RIKEN cDNA A530053M12 gene [Source:MGI Symbol;Acc:MGI:3045369]	-0.7363146	
Prph	peripherin [Source:MGI Symbol;Acc:MGI:97774]	-0.73636353	
Mreg	melanoregulin [Source:MGI Symbol;Acc:MGI:2151839]	-0.73661476	
Trim10	tripartite motif-containing 10 [Source:MGI Symbol;Acc:MGI:1338757]	-0.7367099	
Oxld1	oxidoreductase like domain containing 1 [Source:MGI Symbol;Acc:MGI:1913681]	-0.7368823	
Gm2399	predicted gene 2399 [Source:MGI Symbol;Acc:MGI:3780567]	-0.7370361	
Pam16l	presequence translocase associated motor 16 like [Source:MGI Symbol;Acc:MGI:3704359]	-0.73726964	
Gm25395	predicted gene, 25395 [Source:MGI Symbol;Acc:MGI:5455172]	-0.737455	
Gm9744	predicted gene 9744 [Source:MGI Symbol;Acc:MGI:3642478]	-0.7375882	
Hykk	hydroxylysine kinase 1 [Source:MGI Symbol;Acc:MGI:2443139]	-0.7375897	
C130036L24Rik	RIKEN cDNA C130036L24 gene [Source:MGI Symbol;Acc:MGI:2441877]	-0.73767525	
Slc9a3	solute carrier family 9 (sodium/hydrogen exchanger), member 3 [Source:MGI Symbol;Acc:MGI:105064]	-0.73817426	
Gm48849	predicted gene, 48849 [Source:MGI Symbol;Acc:MGI:6098586]	-0.7385544	
Snph	syntaphilin [Source:MGI Symbol;Acc:MGI:2139270]	-0.7386455	
Adgrd1	adhesion G protein-coupled receptor D1 [Source:MGI Symbol;Acc:MGI:3041203]	-0.73873764	
Ggcx	gamma-glutamyl carboxylase [Source:MGI Symbol;Acc:MGI:1927655]	-0.73877275	
Gm31479	predicted gene, 31479 [Source:MGI Symbol;Acc:MGI:5590638]	-0.73886156	
Ktn1	kinectin 1 [Source:MGI Symbol;Acc:MGI:109153]	-0.73898643	
Nmnat2	nicotinamide nucleotide adenylyltransferase 2 [Source:MGI Symbol;Acc:MGI:2444155]	-0.73907465	
Mir29a	microRNA 29a [Source:MGI Symbol;Acc:MGI:2676904]	-0.73930115	
Mir207	microRNA 207 [Source:MGI Symbol;Acc:MGI:2676882]	-0.7393313	
